proprietary_name,ndc_package_code,strength,dosage_form,route,appl_no,labeler_name,product_ndc,nonproprietary_name,substance_name,product_type_name,start_marketing_date,end_marketing_date,market_category,package_description,pharm_class,dea,sample_package,listing_record_certified_through,ndc,drug_name,bup_strength_clean
Hydrocodone Bitartrate And Acetaminophen,45865-605-25,"325 mg/1,                         5  mg/1",TABLET,ORAL,ANDA040655,Medsource Pharmaceticals,45865-605,Hydrocodone Bitartrate And Acetaminophen,HYDROCODONE BITARTRATE;  ACETAMINOPHEN,HUMAN PRESCRIPTION DRUG,12/01/2014,N/A,ANDA,"25 TABLET in 1 BOTTLE, PLASTIC (45865-605-25)","Opioid Agonist [EPC],  Opioid Agonists [MoA]",CII,No,12/31/2023,45865060525,Hydrocodone,325
Hydrocodone Bitartrate And Acetaminophen,45865-605-90,"325 mg/1,                         5  mg/1",TABLET,ORAL,ANDA040655,Medsource Pharmaceticals,45865-605,Hydrocodone Bitartrate And Acetaminophen,HYDROCODONE BITARTRATE;  ACETAMINOPHEN,HUMAN PRESCRIPTION DRUG,12/01/2014,N/A,ANDA,"90 TABLET in 1 BOTTLE, PLASTIC (45865-605-90)","Opioid Agonist [EPC],  Opioid Agonists [MoA]",CII,No,12/31/2023,45865060590,Hydrocodone,325
Hydrocodone Bitartrate and Acetaminophen,13107-211-01,"300 mg/1,                         5  mg/1",TABLET,ORAL,ANDA207709,"Aurolife Pharma, LLC",13107-211,Hydrocodone Bitartrate and Acetaminophen,HYDROCODONE BITARTRATE;  ACETAMINOPHEN,HUMAN PRESCRIPTION DRUG,05/06/2015,N/A,ANDA,100 TABLET in 1 BOTTLE (13107-211-01),"Opioid Agonist [EPC],  Opioid Agonists [MoA]",CII,No,12/31/2023,13107021101,Hydrocodone,300
Hydrocodone Bitartrate and Acetaminophen,13107-212-01,"300 mg/1,                         7.5  mg/1",TABLET,ORAL,ANDA207709,"Aurolife Pharma, LLC",13107-212,Hydrocodone Bitartrate and Acetaminophen,HYDROCODONE BITARTRATE;  ACETAMINOPHEN,HUMAN PRESCRIPTION DRUG,05/06/2015,N/A,ANDA,100 TABLET in 1 BOTTLE (13107-212-01),"Opioid Agonist [EPC],  Opioid Agonists [MoA]",CII,No,12/31/2023,13107021201,Hydrocodone,300
Hydrocodone Bitartrate and Acetaminophen,60760-220-60,"325 mg/1,                         10  mg/1",TABLET,ORAL,ANDA201013,St. Mary's Medical Park Pharmacy,60760-220,Hydrocodone Bitartrate and Acetaminophen,HYDROCODONE BITARTRATE;  ACETAMINOPHEN,HUMAN PRESCRIPTION DRUG,12/04/2017,N/A,ANDA,"60 TABLET in 1 BOTTLE, PLASTIC (60760-220-60)","Opioid Agonist [EPC],  Opioid Agonists [MoA]",CII,No,12/31/2023,60760022060,Hydrocodone,325
Hydrocodone Bitartrate and Acetaminophen,63304-497-10,"325 mg/1,                         10  mg/1",TABLET,ORAL,ANDA040826,"Sun Pharmaceutical Industries, Inc.",63304-497,Hydrocodone Bitartrate and Acetaminophen,ACETAMINOPHEN;  HYDROCODONE BITARTRATE,HUMAN PRESCRIPTION DRUG,07/31/2018,N/A,ANDA,1000 TABLET in 1 BOTTLE (63304-497-10),"Opioid Agonist [EPC],  Opioid Agonists [MoA]",CII,No,12/31/2023,63304049710,Hydrocodone,325
Hydrocodone Bitartrate and Acetaminophen,60760-220-30,"325 mg/1,                         10  mg/1",TABLET,ORAL,ANDA201013,St. Mary's Medical Park Pharmacy,60760-220,Hydrocodone Bitartrate and Acetaminophen,HYDROCODONE BITARTRATE;  ACETAMINOPHEN,HUMAN PRESCRIPTION DRUG,12/04/2017,N/A,ANDA,"30 TABLET in 1 BOTTLE, PLASTIC (60760-220-30)","Opioid Agonist [EPC],  Opioid Agonists [MoA]",CII,No,12/31/2023,60760022030,Hydrocodone,325
Hydrocodone Bitartrate and Acetaminophen,60760-220-90,"325 mg/1,                         10  mg/1",TABLET,ORAL,ANDA201013,St. Mary's Medical Park Pharmacy,60760-220,Hydrocodone Bitartrate and Acetaminophen,HYDROCODONE BITARTRATE;  ACETAMINOPHEN,HUMAN PRESCRIPTION DRUG,12/04/2017,N/A,ANDA,"90 TABLET in 1 BOTTLE, PLASTIC (60760-220-90)","Opioid Agonist [EPC],  Opioid Agonists [MoA]",CII,No,12/31/2023,60760022090,Hydrocodone,325
Hydrocodone Bitartrate and Acetaminophen,65162-675-50,"300 mg/1,                         5  mg/1",TABLET,ORAL,ANDA206869,Amneal Pharmaceuticals LLC,65162-675,Hydrocodone Bitartrate and Acetaminophen,HYDROCODONE BITARTRATE;  ACETAMINOPHEN,HUMAN PRESCRIPTION DRUG,01/30/2015,N/A,ANDA,500 TABLET in 1 BOTTLE (65162-675-50),"Opioid Agonist [EPC],  Opioid Agonists [MoA]",CII,No,12/31/2023,65162067550,Hydrocodone,300
Hydrocodone Bitartrate and Acetaminophen,65162-696-50,"300 mg/1,                         10  mg/1",TABLET,ORAL,ANDA207137,Amneal Pharmaceuticals LLC,65162-696,Hydrocodone Bitartrate and Acetaminophen,HYDROCODONE BITARTRATE;  ACETAMINOPHEN,HUMAN PRESCRIPTION DRUG,02/27/2015,N/A,ANDA,500 TABLET in 1 BOTTLE (65162-696-50),"Opioid Agonist [EPC],  Opioid Agonists [MoA]",CII,No,12/31/2023,65162069650,Hydrocodone,300
Hydrocodone Bitartrate and Acetaminophen,71930-020-12,"325 mg/1,                         7.5  mg/1",TABLET,ORAL,ANDA210211,Eywa Pharma Inc,71930-020,Hydrocodone Bitartrate and Acetaminophen,ACETAMINOPHEN;  HYDROCODONE BITARTRATE,HUMAN PRESCRIPTION DRUG,07/13/2018,N/A,ANDA,100 TABLET in 1 BOTTLE (71930-020-12),"Opioid Agonist [EPC],  Opioid Agonists [MoA]",CII,No,12/31/2023,71930002012,Hydrocodone,325
Hydrocodone Bitartrate and Acetaminophen,71930-020-52,"325 mg/1,                         7.5  mg/1",TABLET,ORAL,ANDA210211,Eywa Pharma Inc,71930-020,Hydrocodone Bitartrate and Acetaminophen,ACETAMINOPHEN;  HYDROCODONE BITARTRATE,HUMAN PRESCRIPTION DRUG,07/13/2018,N/A,ANDA,500 TABLET in 1 BOTTLE (71930-020-52),"Opioid Agonist [EPC],  Opioid Agonists [MoA]",CII,No,12/31/2023,71930002052,Hydrocodone,325
HYDROCODONE BITARTRATE AND ACETAMINOPHEN,55700-991-90,"325 mg/1,                         10  mg/1",TABLET,ORAL,ANDA040400,"Quality Care Products, LLC",55700-991,HYDROCODONE BITARTRATE AND ACETAMINOPHEN,ACETAMINOPHEN;  HYDROCODONE BITARTRATE,HUMAN PRESCRIPTION DRUG,12/27/2022,N/A,ANDA,90 TABLET in 1 BOTTLE (55700-991-90),"Opioid Agonist [EPC],  Opioid Agonists [MoA]",CII,No,12/31/2024,55700099190,Hydrocodone,325
Hydrocodone Bitartrate and Acetaminophen,42858-201-01,"325 mg/1,                         5  mg/1",TABLET,ORAL,ANDA202991,Rhodes Pharmaceuticals L.P.,42858-201,Hydrocodone Bitartrate and Acetaminophen,HYDROCODONE BITARTRATE;  ACETAMINOPHEN,HUMAN PRESCRIPTION DRUG,04/12/2016,N/A,ANDA,100 TABLET in 1 BOTTLE (42858-201-01),"Opioid Agonist [EPC],  Opioid Agonists [MoA]",CII,No,12/31/2023,42858020101,Hydrocodone,325
Hydrocodone Bitartrate and Acetaminophen,42858-201-10,"325 mg/1,                         5  mg/1",TABLET,ORAL,ANDA202991,Rhodes Pharmaceuticals L.P.,42858-201,Hydrocodone Bitartrate and Acetaminophen,HYDROCODONE BITARTRATE;  ACETAMINOPHEN,HUMAN PRESCRIPTION DRUG,04/12/2016,N/A,ANDA,"100 BLISTER PACK in 1 BOX, UNIT-DOSE (42858-201-10)  / 1 TABLET in 1 BLISTER PACK","Opioid Agonist [EPC],  Opioid Agonists [MoA]",CII,No,12/31/2023,42858020110,Hydrocodone,325
Hydrocodone Bitartrate and Acetaminophen,40032-351-01,"300 mg/1,                         5  mg/1",TABLET,ORAL,ANDA206142,"Novel Laboratories, Inc.",40032-351,Hydrocodone Bitartrate and Acetaminophen,HYDROCODONE BITARTRATE;  ACETAMINOPHEN,HUMAN PRESCRIPTION DRUG,11/14/2016,N/A,ANDA,100 TABLET in 1 BOTTLE (40032-351-01),"Opioid Agonist [EPC],  Opioid Agonists [MoA]",CII,No,12/31/2023,40032035101,Hydrocodone,300
Hydrocodone Bitartrate and Acetaminophen,40032-357-05,"325 mg/1,                         7.5  mg/1",TABLET,ORAL,ANDA206245,"Novel Laboratories, Inc.",40032-357,Hydrocodone Bitartrate and Acetaminophen,HYDROCODONE BITARTRATE;  ACETAMINOPHEN,HUMAN PRESCRIPTION DRUG,12/01/2016,N/A,ANDA,500 TABLET in 1 BOTTLE (40032-357-05),"Opioid Agonist [EPC],  Opioid Agonists [MoA]",CII,No,12/31/2023,40032035705,Hydrocodone,325
Hydrocodone Bitartrate and Acetaminophen,40032-358-05,"325 mg/1,                         10  mg/1",TABLET,ORAL,ANDA206245,"Novel Laboratories, Inc.",40032-358,Hydrocodone Bitartrate and Acetaminophen,HYDROCODONE BITARTRATE;  ACETAMINOPHEN,HUMAN PRESCRIPTION DRUG,12/01/2016,N/A,ANDA,500 TABLET in 1 BOTTLE (40032-358-05),"Opioid Agonist [EPC],  Opioid Agonists [MoA]",CII,No,12/31/2023,40032035805,Hydrocodone,325
Hydrocodone Bitartrate and Acetaminophen,55700-598-21,"325 mg/1,                         10  mg/1",TABLET,ORAL,ANDA209037,Lake Erie Medical DBA Quality Care Products LLC,55700-598,Hydrocodone Bitartrate and Acetaminophen,ACETAMINOPHEN;  HYDROCODONE BITARTRATE,HUMAN PRESCRIPTION DRUG,04/13/2018,N/A,ANDA,21 TABLET in 1 BOTTLE (55700-598-21),"Opioid Agonist [EPC],  Opioid Agonists [MoA]",CII,No,12/31/2023,55700059821,Hydrocodone,325
Hydrocodone Bitartrate and Acetaminophen,13107-211-05,"300 mg/1,                         5  mg/1",TABLET,ORAL,ANDA207709,"Aurolife Pharma, LLC",13107-211,Hydrocodone Bitartrate and Acetaminophen,HYDROCODONE BITARTRATE;  ACETAMINOPHEN,HUMAN PRESCRIPTION DRUG,05/06/2015,N/A,ANDA,500 TABLET in 1 BOTTLE (13107-211-05),"Opioid Agonist [EPC],  Opioid Agonists [MoA]",CII,No,12/31/2023,13107021105,Hydrocodone,300
Hydrocodone Bitartrate and Acetaminophen,13107-211-99,"300 mg/1,                         5  mg/1",TABLET,ORAL,ANDA207709,"Aurolife Pharma, LLC",13107-211,Hydrocodone Bitartrate and Acetaminophen,HYDROCODONE BITARTRATE;  ACETAMINOPHEN,HUMAN PRESCRIPTION DRUG,05/06/2015,N/A,ANDA,1000 TABLET in 1 BOTTLE (13107-211-99),"Opioid Agonist [EPC],  Opioid Agonists [MoA]",CII,No,12/31/2023,13107021199,Hydrocodone,300
Hydrocodone Bitartrate and Acetaminophen,13107-212-05,"300 mg/1,                         7.5  mg/1",TABLET,ORAL,ANDA207709,"Aurolife Pharma, LLC",13107-212,Hydrocodone Bitartrate and Acetaminophen,HYDROCODONE BITARTRATE;  ACETAMINOPHEN,HUMAN PRESCRIPTION DRUG,05/06/2015,N/A,ANDA,500 TABLET in 1 BOTTLE (13107-212-05),"Opioid Agonist [EPC],  Opioid Agonists [MoA]",CII,No,12/31/2023,13107021205,Hydrocodone,300
Hydrocodone Bitartrate and Acetaminophen,13107-213-01,"300 mg/1,                         10  mg/1",TABLET,ORAL,ANDA207709,"Aurolife Pharma, LLC",13107-213,Hydrocodone Bitartrate and Acetaminophen,HYDROCODONE BITARTRATE;  ACETAMINOPHEN,HUMAN PRESCRIPTION DRUG,05/06/2015,N/A,ANDA,100 TABLET in 1 BOTTLE (13107-213-01),"Opioid Agonist [EPC],  Opioid Agonists [MoA]",CII,No,12/31/2023,13107021301,Hydrocodone,300
Hydrocodone Bitartrate and Acetaminophen,42806-111-01,"325 mg/1,                         5  mg/1",TABLET,ORAL,ANDA203863,"Epic Pharma, LLC",42806-111,Hydrocodone Bitartrate and Acetaminophen,HYDROCODONE BITARTRATE;  ACETAMINOPHEN,HUMAN PRESCRIPTION DRUG,04/02/2018,N/A,ANDA,100 TABLET in 1 BOTTLE (42806-111-01),"Opioid Agonist [EPC],  Opioid Agonists [MoA]",CII,No,12/31/2023,42806011101,Hydrocodone,325
HYDROCODONE BITARTRATE AND ACETAMINOPHEN,72189-191-30,"325 mg/1,                         7.5  mg/1",TABLET,ORAL,ANDA209037,DirectRx,72189-191,HYDROCODONE BITARTRATE AND ACETAMINOPHEN,HYDROCODONE BITARTRATE;  ACETAMINOPHEN,HUMAN PRESCRIPTION DRUG,09/15/2021,N/A,ANDA,30 TABLET in 1 BOTTLE (72189-191-30),"Opioid Agonist [EPC],  Opioid Agonists [MoA]",CII,No,12/31/2023,72189019130,Hydrocodone,325
Hydrocodone Bitartrate and Acetaminophen,63187-778-30,"325 mg/1,                         10  mg/1",TABLET,ORAL,ANDA201013,Proficient Rx LP,63187-778,Hydrocodone Bitartrate and Acetaminophen,ACETAMINOPHEN;  HYDROCODONE BITARTRATE,HUMAN PRESCRIPTION DRUG,11/01/2016,N/A,ANDA,30 TABLET in 1 BOTTLE (63187-778-30),"Opioid Agonist [EPC],  Opioid Agonists [MoA]",CII,No,12/31/2023,63187077830,Hydrocodone,325
Hydrocodone Bitartrate and Acetaminophen,71335-1248-0,"325 mg/1,                         10  mg/1",TABLET,ORAL,ANDA202935,Bryant Ranch Prepack,71335-1248,Hydrocodone Bitartrate and Acetaminophen,ACETAMINOPHEN;  HYDROCODONE BITARTRATE,HUMAN PRESCRIPTION DRUG,12/28/2021,N/A,ANDA,180 TABLET in 1 BOTTLE (71335-1248-0),"Opioid Agonist [EPC],  Opioid Agonists [MoA]",CII,No,12/31/2023,71335124800,Hydrocodone,325
Hydrocodone Bitartrate and Acetaminophen,71335-1248-1,"325 mg/1,                         10  mg/1",TABLET,ORAL,ANDA202935,Bryant Ranch Prepack,71335-1248,Hydrocodone Bitartrate and Acetaminophen,ACETAMINOPHEN;  HYDROCODONE BITARTRATE,HUMAN PRESCRIPTION DRUG,12/28/2021,N/A,ANDA,84 TABLET in 1 BOTTLE (71335-1248-1),"Opioid Agonist [EPC],  Opioid Agonists [MoA]",CII,No,12/31/2023,71335124801,Hydrocodone,325
Hydrocodone Bitartrate and Acetaminophen,71335-1248-2,"325 mg/1,                         10  mg/1",TABLET,ORAL,ANDA202935,Bryant Ranch Prepack,71335-1248,Hydrocodone Bitartrate and Acetaminophen,ACETAMINOPHEN;  HYDROCODONE BITARTRATE,HUMAN PRESCRIPTION DRUG,12/28/2021,N/A,ANDA,8 TABLET in 1 BOTTLE (71335-1248-2),"Opioid Agonist [EPC],  Opioid Agonists [MoA]",CII,No,12/31/2023,71335124802,Hydrocodone,325
Hydrocodone Bitartrate and Acetaminophen,71335-1248-3,"325 mg/1,                         10  mg/1",TABLET,ORAL,ANDA202935,Bryant Ranch Prepack,71335-1248,Hydrocodone Bitartrate and Acetaminophen,ACETAMINOPHEN;  HYDROCODONE BITARTRATE,HUMAN PRESCRIPTION DRUG,12/28/2021,N/A,ANDA,20 TABLET in 1 BOTTLE (71335-1248-3),"Opioid Agonist [EPC],  Opioid Agonists [MoA]",CII,No,12/31/2023,71335124803,Hydrocodone,325
Hydrocodone Bitartrate and Acetaminophen,71335-1248-4,"325 mg/1,                         10  mg/1",TABLET,ORAL,ANDA202935,Bryant Ranch Prepack,71335-1248,Hydrocodone Bitartrate and Acetaminophen,ACETAMINOPHEN;  HYDROCODONE BITARTRATE,HUMAN PRESCRIPTION DRUG,11/05/2019,N/A,ANDA,30 TABLET in 1 BOTTLE (71335-1248-4),"Opioid Agonist [EPC],  Opioid Agonists [MoA]",CII,No,12/31/2023,71335124804,Hydrocodone,325
Hydrocodone Bitartrate and Acetaminophen,71335-1248-5,"325 mg/1,                         10  mg/1",TABLET,ORAL,ANDA202935,Bryant Ranch Prepack,71335-1248,Hydrocodone Bitartrate and Acetaminophen,ACETAMINOPHEN;  HYDROCODONE BITARTRATE,HUMAN PRESCRIPTION DRUG,12/28/2021,N/A,ANDA,45 TABLET in 1 BOTTLE (71335-1248-5),"Opioid Agonist [EPC],  Opioid Agonists [MoA]",CII,No,12/31/2023,71335124805,Hydrocodone,325
Hydrocodone Bitartrate and Acetaminophen,71335-1248-6,"325 mg/1,                         10  mg/1",TABLET,ORAL,ANDA202935,Bryant Ranch Prepack,71335-1248,Hydrocodone Bitartrate and Acetaminophen,ACETAMINOPHEN;  HYDROCODONE BITARTRATE,HUMAN PRESCRIPTION DRUG,06/17/2019,N/A,ANDA,60 TABLET in 1 BOTTLE (71335-1248-6),"Opioid Agonist [EPC],  Opioid Agonists [MoA]",CII,No,12/31/2023,71335124806,Hydrocodone,325
Hydrocodone Bitartrate and Acetaminophen,71335-1248-7,"325 mg/1,                         10  mg/1",TABLET,ORAL,ANDA202935,Bryant Ranch Prepack,71335-1248,Hydrocodone Bitartrate and Acetaminophen,ACETAMINOPHEN;  HYDROCODONE BITARTRATE,HUMAN PRESCRIPTION DRUG,06/17/2019,N/A,ANDA,90 TABLET in 1 BOTTLE (71335-1248-7),"Opioid Agonist [EPC],  Opioid Agonists [MoA]",CII,No,12/31/2023,71335124807,Hydrocodone,325
Hydrocodone Bitartrate and Acetaminophen,71335-1248-8,"325 mg/1,                         10  mg/1",TABLET,ORAL,ANDA202935,Bryant Ranch Prepack,71335-1248,Hydrocodone Bitartrate and Acetaminophen,ACETAMINOPHEN;  HYDROCODONE BITARTRATE,HUMAN PRESCRIPTION DRUG,12/28/2021,N/A,ANDA,100 TABLET in 1 BOTTLE (71335-1248-8),"Opioid Agonist [EPC],  Opioid Agonists [MoA]",CII,No,12/31/2023,71335124808,Hydrocodone,325
Hydrocodone Bitartrate and Acetaminophen,71335-1248-9,"325 mg/1,                         10  mg/1",TABLET,ORAL,ANDA202935,Bryant Ranch Prepack,71335-1248,Hydrocodone Bitartrate and Acetaminophen,ACETAMINOPHEN;  HYDROCODONE BITARTRATE,HUMAN PRESCRIPTION DRUG,12/28/2021,N/A,ANDA,120 TABLET in 1 BOTTLE (71335-1248-9),"Opioid Agonist [EPC],  Opioid Agonists [MoA]",CII,No,12/31/2023,71335124809,Hydrocodone,325
Hydrocodone Bitartrate And Acetaminophen,45865-605-30,"325 mg/1,                         5  mg/1",TABLET,ORAL,ANDA040655,Medsource Pharmaceticals,45865-605,Hydrocodone Bitartrate And Acetaminophen,HYDROCODONE BITARTRATE;  ACETAMINOPHEN,HUMAN PRESCRIPTION DRUG,12/01/2014,N/A,ANDA,"30 TABLET in 1 BOTTLE, PLASTIC (45865-605-30)","Opioid Agonist [EPC],  Opioid Agonists [MoA]",CII,No,12/31/2023,45865060530,Hydrocodone,325
Hydrocodone Bitartrate and Acetaminophen,71335-1339-1,"325 mg/1,                         10  mg/1",TABLET,ORAL,ANDA201013,Bryant Ranch Prepack,71335-1339,Hydrocodone Bitartrate and Acetaminophen,ACETAMINOPHEN;  HYDROCODONE BITARTRATE,HUMAN PRESCRIPTION DRUG,09/11/2019,N/A,ANDA,21 TABLET in 1 BOTTLE (71335-1339-1),"Opioid Agonist [EPC],  Opioid Agonists [MoA]",CII,No,12/31/2023,71335133901,Hydrocodone,325
Hydrocodone Bitartrate and Acetaminophen,71335-1339-2,"325 mg/1,                         10  mg/1",TABLET,ORAL,ANDA201013,Bryant Ranch Prepack,71335-1339,Hydrocodone Bitartrate and Acetaminophen,ACETAMINOPHEN;  HYDROCODONE BITARTRATE,HUMAN PRESCRIPTION DRUG,11/25/2019,N/A,ANDA,15 TABLET in 1 BOTTLE (71335-1339-2),"Opioid Agonist [EPC],  Opioid Agonists [MoA]",CII,No,12/31/2023,71335133902,Hydrocodone,325
Hydrocodone Bitartrate and Acetaminophen,71335-1339-3,"325 mg/1,                         10  mg/1",TABLET,ORAL,ANDA201013,Bryant Ranch Prepack,71335-1339,Hydrocodone Bitartrate and Acetaminophen,ACETAMINOPHEN;  HYDROCODONE BITARTRATE,HUMAN PRESCRIPTION DRUG,10/21/2019,N/A,ANDA,10 TABLET in 1 BOTTLE (71335-1339-3),"Opioid Agonist [EPC],  Opioid Agonists [MoA]",CII,No,12/31/2023,71335133903,Hydrocodone,325
Hydrocodone Bitartrate and Acetaminophen,43386-351-01,"300 mg/1,                         5  mg/1",TABLET,ORAL,ANDA206142,"Lupin Pharmaceuticals,Inc.",43386-351,Hydrocodone Bitartrate and Acetaminophen,HYDROCODONE BITARTRATE;  ACETAMINOPHEN,HUMAN PRESCRIPTION DRUG,11/14/2016,N/A,ANDA,100 TABLET in 1 BOTTLE (43386-351-01),"Opioid Agonist [EPC],  Opioid Agonists [MoA]",CII,No,12/31/2023,43386035101,Hydrocodone,300
Hydrocodone Bitartrate and Acetaminophen,43386-351-05,"300 mg/1,                         5  mg/1",TABLET,ORAL,ANDA206142,"Lupin Pharmaceuticals,Inc.",43386-351,Hydrocodone Bitartrate and Acetaminophen,HYDROCODONE BITARTRATE;  ACETAMINOPHEN,HUMAN PRESCRIPTION DRUG,11/14/2016,N/A,ANDA,500 TABLET in 1 BOTTLE (43386-351-05),"Opioid Agonist [EPC],  Opioid Agonists [MoA]",CII,No,12/31/2023,43386035105,Hydrocodone,300
Hydrocodone Bitartrate and Acetaminophen,43386-353-03,"300 mg/1,                         10  mg/1",TABLET,ORAL,ANDA206142,"Lupin Pharmaceuticals,Inc.",43386-353,Hydrocodone Bitartrate and Acetaminophen,HYDROCODONE BITARTRATE;  ACETAMINOPHEN,HUMAN PRESCRIPTION DRUG,11/14/2016,N/A,ANDA,30 TABLET in 1 BOTTLE (43386-353-03),"Opioid Agonist [EPC],  Opioid Agonists [MoA]",CII,No,12/31/2023,43386035303,Hydrocodone,300
Hydrocodone Bitartrate and Acetaminophen,43386-357-05,"325 mg/1,                         7.5  mg/1",TABLET,ORAL,ANDA206245,"Lupin Pharmaceuticals,Inc.",43386-357,Hydrocodone Bitartrate and Acetaminophen,HYDROCODONE BITARTRATE;  ACETAMINOPHEN,HUMAN PRESCRIPTION DRUG,12/01/2016,N/A,ANDA,500 TABLET in 1 BOTTLE (43386-357-05),"Opioid Agonist [EPC],  Opioid Agonists [MoA]",CII,No,12/31/2023,43386035705,Hydrocodone,325
Hydrocodone Bitartrate and Acetaminophen,67296-1333-8,"325 mg/1,                         5  mg/1",TABLET,ORAL,ANDA202991,"RedPharm Drug, Inc.",67296-1333,Hydrocodone Bitartrate and Acetaminophen,ACETAMINOPHEN;  HYDROCODONE BITARTRATE,HUMAN PRESCRIPTION DRUG,04/12/2016,N/A,ANDA,12 TABLET in 1 BOTTLE (67296-1333-8),"Opioid Agonist [EPC],  Opioid Agonists [MoA]",CII,No,12/31/2023,67296133308,Hydrocodone,325
Hydrocodone Bitartrate and Acetaminophen,65162-115-10,"325 mg/1,                         7.5  mg/1",TABLET,ORAL,ANDA040746,Amneal Pharmaceuticals LLC,65162-115,Hydrocodone Bitartrate and Acetaminophen,ACETAMINOPHEN;  HYDROCODONE BITARTRATE,HUMAN PRESCRIPTION DRUG,06/30/2016,N/A,ANDA,100 TABLET in 1 BOTTLE (65162-115-10),"Opioid Agonist [EPC],  Opioid Agonists [MoA]",CII,No,12/31/2023,65162011510,Hydrocodone,325
Hydrocodone Bitartrate and Acetaminophen,67296-0299-5,"325 mg/1,                         5  mg/1",TABLET,ORAL,ANDA040736,"RedPharm Drug, Inc.",67296-0299,Hydrocodone Bitartrate and Acetaminophen,ACETAMINOPHEN;  HYDROCODONE BITARTRATE,HUMAN PRESCRIPTION DRUG,01/18/2010,N/A,ANDA,6 TABLET in 1 BOTTLE (67296-0299-5),"Opioid Agonist [EPC],  Opioid Agonists [MoA]",CII,No,12/31/2023,67296029905,Hydrocodone,325
Hydrocodone Bitartrate and Acetaminophen,71335-1417-0,"325 mg/1,                         5  mg/1",TABLET,ORAL,ANDA202991,Bryant Ranch Prepack,71335-1417,Hydrocodone Bitartrate and Acetaminophen,ACETAMINOPHEN;  HYDROCODONE BITARTRATE,HUMAN PRESCRIPTION DRUG,01/10/2020,N/A,ANDA,10 TABLET in 1 BOTTLE (71335-1417-0),"Opioid Agonist [EPC],  Opioid Agonists [MoA]",CII,No,12/31/2023,71335141700,Hydrocodone,325
Hydrocodone Bitartrate and Acetaminophen,71335-1417-1,"325 mg/1,                         5  mg/1",TABLET,ORAL,ANDA202991,Bryant Ranch Prepack,71335-1417,Hydrocodone Bitartrate and Acetaminophen,ACETAMINOPHEN;  HYDROCODONE BITARTRATE,HUMAN PRESCRIPTION DRUG,01/14/2020,N/A,ANDA,30 TABLET in 1 BOTTLE (71335-1417-1),"Opioid Agonist [EPC],  Opioid Agonists [MoA]",CII,No,12/31/2023,71335141701,Hydrocodone,325
Hydrocodone Bitartrate and Acetaminophen,71335-1417-2,"325 mg/1,                         5  mg/1",TABLET,ORAL,ANDA202991,Bryant Ranch Prepack,71335-1417,Hydrocodone Bitartrate and Acetaminophen,ACETAMINOPHEN;  HYDROCODONE BITARTRATE,HUMAN PRESCRIPTION DRUG,10/02/2020,N/A,ANDA,120 TABLET in 1 BOTTLE (71335-1417-2),"Opioid Agonist [EPC],  Opioid Agonists [MoA]",CII,No,12/31/2023,71335141702,Hydrocodone,325
Hydrocodone Bitartrate and Acetaminophen,71335-1417-3,"325 mg/1,                         5  mg/1",TABLET,ORAL,ANDA202991,Bryant Ranch Prepack,71335-1417,Hydrocodone Bitartrate and Acetaminophen,ACETAMINOPHEN;  HYDROCODONE BITARTRATE,HUMAN PRESCRIPTION DRUG,12/06/2019,N/A,ANDA,20 TABLET in 1 BOTTLE (71335-1417-3),"Opioid Agonist [EPC],  Opioid Agonists [MoA]",CII,No,12/31/2023,71335141703,Hydrocodone,325
Hydrocodone Bitartrate and Acetaminophen,71335-1417-4,"325 mg/1,                         5  mg/1",TABLET,ORAL,ANDA202991,Bryant Ranch Prepack,71335-1417,Hydrocodone Bitartrate and Acetaminophen,ACETAMINOPHEN;  HYDROCODONE BITARTRATE,HUMAN PRESCRIPTION DRUG,01/21/2020,N/A,ANDA,60 TABLET in 1 BOTTLE (71335-1417-4),"Opioid Agonist [EPC],  Opioid Agonists [MoA]",CII,No,12/31/2023,71335141704,Hydrocodone,325
Hydrocodone Bitartrate and Acetaminophen,71335-1417-5,"325 mg/1,                         5  mg/1",TABLET,ORAL,ANDA202991,Bryant Ranch Prepack,71335-1417,Hydrocodone Bitartrate and Acetaminophen,ACETAMINOPHEN;  HYDROCODONE BITARTRATE,HUMAN PRESCRIPTION DRUG,05/15/2020,N/A,ANDA,90 TABLET in 1 BOTTLE (71335-1417-5),"Opioid Agonist [EPC],  Opioid Agonists [MoA]",CII,No,12/31/2023,71335141705,Hydrocodone,325
Hydrocodone Bitartrate and Acetaminophen,71335-1417-6,"325 mg/1,                         5  mg/1",TABLET,ORAL,ANDA202991,Bryant Ranch Prepack,71335-1417,Hydrocodone Bitartrate and Acetaminophen,ACETAMINOPHEN;  HYDROCODONE BITARTRATE,HUMAN PRESCRIPTION DRUG,12/28/2021,N/A,ANDA,8 TABLET in 1 BOTTLE (71335-1417-6),"Opioid Agonist [EPC],  Opioid Agonists [MoA]",CII,No,12/31/2023,71335141706,Hydrocodone,325
